"","GEOID","Probs","geometry"
"19","06037124102",0.00229290454911039,list(list(c(148599.549900765, 148800.826879759, 149104.861894129, 149405.025926744, 149412.567639682, 149419.904181575, 148918.41519147, 148613.891170156, 148610.280923068, 148599.549900765, -425001.045288541, -424997.397989727, -424991.882176325, -424986.421970792, -425389.743507631, -425791.846442198, -425800.850871372, -425806.368031756, -425604.927392859, -425001.045288541)))
"20","06037127220",0.00187082162380972,list(list(c(142124.257849927, 142925.858023481, 142932.736347419, 142939.600149909, 142138.137192118, 142127.716441089, 142124.257849927, -421886.146902184, -421872.401148606, -422275.857476718, -422678.424804145, -422705.150835939, -422087.375627313, -421886.146902184)))
"21","06037127910",0.00223780149676157,list(list(c(142939.600149909, 143747.355830228, 143750.826904258, 143761.08034505, 143358.684894468, 142956.289119293, 142949.519137001, 142939.600149909, -422678.424804145, -422664.615091103, -422869.94761018, -423470.632812115, -423477.467222138, -423484.283097479, -423081.828283904, -422678.424804145)))
"22","06037128702",0.00935450686916318,list(list(c(143010.904525642, 143815.804827651, 144218.164126823, 144620.613443494, 144627.45749366, 144634.301535057, 144638.224678414, 144124.128015982, 143854.105437675, 143833.417368161, 143468.365476988, 143025.751305994, 143021.055777658, 143017.670818969, 143010.904525642, -426709.184397717, -426695.310260388, -426688.457840751, -426681.474444133, -427083.914043983, -427486.352087461, -427717.853319376, -427723.682624442, -427733.900678132, -427737.569832698, -427778.631654553, -427593.931626035, 
-427312.623234023, -427111.403392687, -426709.184397717)))
"23","06037134104",0.00188490755377742,list(list(c(130845.335376254, 131247.713357945, 131650.096006014, 131663.701660739, 131261.377398271, 130858.959003346, 130845.335376254, -421272.017365492, -421265.203265566, -421258.70343475, -422063.516023361, -422070.236961972, -422076.829814794, -421272.017365492)))
"24","06037134901",0.00667991230871055,list(list(c(131696.635686974, 131875.151532149, 132503.102802255, 133004.693984629, 133311.982328856, 133316.381878304, 133322.576402969, 133324.943300223, 132514.085048954, 131703.806223396, 131696.635686974, -423997.699880495, -424063.468157286, -424055.964355961, -424079.300044692, -424295.644993552, -424553.776579134, -424923.503177624, -425060.499157904, -424743.624252141, -424412.240760747, -423997.699880495)))
"25","06037137103",0.00910772517910786,list(list(c(128524.142996241, 128596.646097523, 128551.784696391, 129283.614958118, 129286.566466739, 129293.492010047, 128867.304379461, 128522.999989385, 128524.142996241, -425793.174869174, -425464.012315135, -425340.956589138, -425326.608843165, -425987.19570394, -426424.145637854, -426351.662624759, -426292.157247367, -425793.174869174)))
"26","06037139200",0.0117316279501336,list(list(c(135414.256166641, 135740.310929288, 136549.784003536, 136554.575277963, 136559.512040823, 136560.833827454, 136562.429202732, 136233.278075685, 135757.094561849, 135521.186749594, 135430.588002258, 135423.989402866, 135414.256166641, -425123.571054231, -425117.402366447, -425117.106147594, -425500.389108353, -425892.988759561, -425995.270209045, -426120.959115886, -426126.096593913, -426132.508438047, -426121.967651275, -426100.071349406, -425715.931031904, -425123.571054231)))
"27","06037141101",0.00369320223755692,list(list(c(144638.224678414, 144986.270329454, 145441.00315197, 145452.581874929, 145454.47938697, 145459.654989821, 145240.044744703, 144652.45648391, 144648.087294542, 144640.879812691, 144638.224678414, -427717.853319376, -427708.203381517, -427592.909583627, -428277.649961705, -428391.680992863, -428697.166642386, -428657.101828228, -428550.008985082, -428291.554750042, -427867.156516699, -427717.853319376)))
"28","06037141303",0.00268778311285544,list(list(c(142218.281318049, 142407.255965222, 142629.729411635, 142633.200287076, 142308.177388224, 142229.557588178, 142218.281318049, -427437.899676022, -427496.514305419, -427522.622888818, -428181.754771901, -428122.587325922, -428108.222251086, -427437.899676022)))
"29","06037141400",0.0201176358902313,list(list(c(139791.039502891, 140437.725194697, 140581.829182897, 140662.610515573, 140723.624330245, 141105.200228206, 141120.956730671, 141247.207828374, 141248.73811607, 141151.600406656, 141117.406293318, 141058.784790729, 140712.835495376, 140381.697079949, 140377.899842883, 139813.196525629, 139809.60016375, 139807.410706152, 139791.039502891, -426725.219829678, -426706.197250205, -426728.51276102, -426757.836975866, -426796.35529131, -427278.189087382, -427460.23547986, -427928.981236527, 
-428251.947394413, -428552.762043451, -428571.177853171, -428487.465521267, -428354.236835283, -428350.130040658, -428125.174319625, -428041.244904508, -427833.70525425, -427702.591017713, -426725.219829678)))
"30","06037183401",0.00342570648469688,list(list(c(164714.532494788, 164852.146585173, 165009.105949832, 165235.978812795, 165255.789798904, 165649.36271931, 165588.754186001, 165547.365977111, 165528.485024909, 165337.378584502, 164933.397740665, 164841.322113534, 164814.852975612, 164714.532494788, -431268.532233494, -430733.123459769, -430744.698081098, -430892.092085977, -430798.069775534, -430881.385311127, -431169.024593429, -431365.869021234, -431455.324676678, -431424.432765525, -431362.714211163, -431499.817420942, -431397.570664478, 
-431268.532233494)))
"31","06037185320",0.00196949378258153,list(list(c(163466.880105782, 163701.274968957, 163887.874243478, 163933.539539067, 164028.203277524, 164344.211010932, 163843.01498755, 163723.590366434, 163598.522640004, 163560.421672659, 163676.057048679, 163728.445943881, 163657.561460481, 163565.679735637, 163272.023885212, 163466.880105782, -434036.969287011, -434223.314337263, -434483.666620904, -434546.608864985, -434786.156618826, -435035.749184195, -435513.368711174, -435608.027395253, -435628.119398801, -435421.906760949, -435460.241445683, 
-435132.618229159, -434747.94112607, -434582.564886579, -434178.523663014, -434036.969287011)))
"32","06037188300",0.0035505642243332,list(list(c(159652.50470501, 159710.657609203, 159797.620479061, 159967.164797043, 160309.360985332, 160488.335131722, 160720.699992567, 160742.83412737, 160467.128143407, 160223.500011831, 160091.548893561, 160011.826254459, 159826.916483842, 159563.19402086, 159652.50470501, -431044.423617675, -431005.747577901, -430948.347877803, -430836.288837816, -430616.319679951, -430898.083061745, -431192.84143445, -431217.510585832, -431532.140822028, -431815.993596228, -431961.43128041, -432092.263744224, 
-431864.748259848, -431170.435248444, -431044.423617675)))
"33","06037189101",0.00488048651051471,list(list(c(157588.973435245, 157831.837359327, 157857.663612961, 158193.324519535, 158198.239853992, 158206.716072831, 158005.34501882, 157602.510316934, 157594.150138842, 157588.973435245, -432802.871853786, -432797.715535814, -432797.138452239, -432790.296597856, -433041.6282527, -433443.901889162, -433448.207836361, -433456.807483976, -433054.30977412, -432802.871853786)))
"34","06037189904",0.00269813285140646,list(list(c(152327.981078149, 152673.322394656, 152780.648527493, 152390.71808046, 152334.249597529, 152327.981078149, -433567.681009433, -433564.100542401, -433965.867734042, -433969.4524906, -433969.99233814, -433567.681009433)))
"35","06037190510",0.00393674533496238,list(list(c(155386.264749729, 155713.065391162, 155785.933923069, 155855.758147956, 155989.13544592, 156188.845138474, 156198.991378044, 155998.253722483, 155795.042845074, 155504.108711664, 155301.036406971, 155386.264749729, -433506.337281179, -433497.973285917, -433496.120904394, -433494.322164999, -433490.945814136, -433486.605024682, -433889.402280911, -433893.539565044, -433898.714860965, -433906.111197965, -433508.516757441, -433506.337281179)))
"36","06037191810",0.00059471930939261,list(list(c(153804.692660011, 154107.85962955, 154202.795686778, 154408.812018206, 154609.93627462, 154810.232004229, 154818.549208348, 154618.246230246, 154116.046410127, 153813.595861477, 153804.692660011, -434751.094811554, -434744.98237662, -434743.087426474, -434738.898522196, -434734.680281428, -434730.58302828, -435132.742631205, -435136.950988181, -435146.811516472, -435152.467589637, -434751.094811554)))
"37","06037192620",0.000358320566652653,list(list(c(156849.53106757, 157281.257453844, 157322.593739278, 157654.854533742, 157658.040178172, 157661.21983834, 157303.855232439, 157211.676882531, 157123.649140067, 156856.15535496, 156852.887353945, 156849.53106757, -435996.036926494, -435986.067136663, -435985.102007611, -435977.456589361, -436128.62395707, -436279.458359227, -436287.999000466, -436290.210598592, -436292.235735412, -436298.588874839, -436147.201271906, -435996.036926494)))
"38","06037195902",0.000804423211524334,list(list(c(158397.015555128, 158607.291857557, 158822.511647584, 158962.951542997, 159101.64914441, 158980.868680781, 158807.431028436, 158608.180194639, 158397.015555128, -435427.383525115, -435066.644203198, -434638.57178045, -434718.125004007, -435011.289281864, -435252.030316104, -435597.463998474, -435497.450772159, -435427.383525115)))
"39","06037199201",0.000822140932559771,list(list(c(164672.477772118, 164749.150709852, 164899.46744691, 165020.32347036, 165175.061187518, 165155.975224993, 165443.288027574, 165408.804228329, 165289.982707188, 165171.161101297, 164686.467301835, 164672.477772118, -436141.647278747, -435820.996213007, -435823.046084282, -435819.435832346, -435820.953770792, -436012.816727934, -436024.807598951, -436422.443807743, -436426.686533086, -436430.92764468, -436448.385872072, -436141.647278747)))
"40","06037203100",0.00137685214546704,list(list(c(166029.14852526, 166331.819659807, 166422.523498614, 166447.084403234, 166822.845501898, 166828.639845357, 166833.243515413, 166838.189667937, 166852.064154244, 166377.427200558, 165885.278935128, 166029.14852526, -438285.310368024, -437673.11160589, -437422.636659878, -437427.6060566, -437504.772446612, -437537.503266823, -437725.697964112, -437917.325228781, -438441.630358376, -438445.119603858, -438576.950227709, -438285.310368024)))
"41","06037204120",0.000211278290789842,list(list(c(165890.779276406, 165995.698670916, 166182.225937574, 166487.576602702, 166449.864846309, 166312.392115222, 166006.51634691, 165715.239782303, 165890.779276406, -440504.232588958, -440557.827881312, -440653.142189488, -440808.989134148, -440899.794916954, -441160.358105176, -441001.630792777, -440852.379651928, -440504.232588958)))
"42","06037208302",0.00103664790352935,list(list(c(160074.06280733, 160170.522815129, 160301.00170035, 160522.426648374, 160583.389165571, 160620.664519597, 160667.822003146, 160633.889969846, 160641.123124624, 160474.605333098, 160214.714654297, 160117.1589065, 160264.489710997, 160091.678800332, 160074.06280733, -437531.979311209, -437339.271005009, -437078.702721464, -437136.331150323, -437414.693631764, -437554.249010353, -437839.742058892, -437822.058492655, -437889.160562421, -438228.833136008, -438109.111313506, -437863.925858596, 
-437630.677493037, -437541.087682765, -437531.979311209)))
"43","06037208903",0.000376854132581831,list(list(c(159073.308160704, 159443.122917489, 159557.000446052, 159673.026608629, 159474.951487706, 159361.897562594, 159183.767115179, 159073.308160704, -438458.672657758, -437729.89240574, -437787.728860115, -437846.855999533, -438230.132648984, -438172.169346751, -438516.021069817, -438458.672657758)))
"44","06037209510",0.000431597055021898,list(list(c(158389.554063253, 158504.205285048, 158697.43595943, 158795.40751462, 158898.316799181, 158721.420956203, 158518.427434037, 158402.373671848, 158400.591267386, 158391.390755396, 158389.554063253, -438539.085574572, -438598.696475711, -438699.041225201, -438750.074959921, -438803.458778138, -439150.937256639, -439047.441748365, -438987.190903832, -438919.323647651, -438630.361981175, -438539.085574572)))
"45","06037211202",0.000263424483500755,list(list(c(157211.676882531, 157303.855232439, 157661.21983834, 157669.424363556, 157439.380494383, 157220.372762509, 157211.676882531, -436290.210598592, -436287.999000466, -436279.458359227, -436678.395792478, -436683.758747634, -436686.809312475, -436290.210598592)))
"46","06037211910",0.000202990737855412,list(list(c(156875.412836432, 156980.981724633, 157217.222034005, 157221.390888189, 157225.559760684, 156989.318536155, 156882.641241765, 156875.412836432, -437104.954307003, -437102.506179855, -437097.155093597, -437298.340950836, -437499.526409453, -437505.432278892, -437508.122186331, -437104.954307003)))
"47","06037212410",0.00023063414671449,list(list(c(156537.713021346, 156829.707410938, 156844.056361745, 156944.743812465, 156949.408079793, 156647.526461182, 156546.928624298, 156537.713021346, -437920.479840379, -437913.254490769, -438136.889607205, -438134.418688916, -438358.448775681, -438366.0767303, -438368.542576109, -437920.479840379)))
"48","06037212501",0.000117057028783931,list(list(c(156323.94150731, 156546.928624298, 156551.065710775, 156554.22853345, 156331.426852054, 156323.94150731, -438373.416304498, -438368.542576109, -438568.838975502, -438724.995595181, -438730.420765251, -438373.416304498)))
"49","06037213202",0.000497673063533979,list(list(c(156109.59620175, 156260.411958612, 156657.211382354, 156946.759492679, 156954.836122882, 156568.807695419, 156470.133101455, 156117.981677267, 156109.59620175, -439137.116301795, -439133.315385043, -439123.780873955, -439116.928988518, -439520.96122376, -439529.650546686, -439531.969911705, -439539.922684736, -439137.116301795)))
"50","06037215102",0.000564969342955554,list(list(c(152549.674044546, 152645.369321856, 152845.920795538, 152854.291573877, 152855.806355868, 152803.15972871, 152602.783791271, 152573.071941261, 152558.686823444, 152554.488859079, 152549.674044546, -437163.689324357, -437182.656670017, -437190.028542354, -437632.229886983, -437935.64364676, -438119.514368185, -438118.129302588, -437933.810116467, -437638.276212075, -437418.673780358, -437163.689324357)))
"51","06037216402",0.000488977688334418,list(list(c(149210.605434407, 149509.079160019, 149783.187974006, 149795.872924447, 149608.048238322, 149511.598507227, 149209.882596277, 149210.605434407, -437913.57369729, -437907.480680132, -437901.905510318, -438297.765969725, -438301.533786596, -438303.515007459, -438309.774103624, -437913.57369729)))
"52","06037218600",0.00142755566557515,list(list(c(152703.297600598, 152773.18315045, 152949.602764752, 153291.915155609, 153515.967996308, 153475.755137419, 153275.377699345, 152916.110335305, 152782.641849288, 152540.489101214, 152703.297600598, -440624.959875003, -440401.186667785, -440413.305086112, -440405.874637368, -440400.949463516, -440461.897387214, -440980.410131257, -441007.218020238, -441017.203628535, -440943.655299796, -440624.959875003)))
"53","06037220100",0.00357620412519792,list(list(c(149798.793326595, 149834.265185888, 149883.775558979, 149889.689481884, 149942.370140129, 149879.949726286, 150028.804481834, 150336.88460053, 150420.681814661, 150662.957599302, 150972.560804093, 151346.520866993, 151440.375608863, 151536.770166646, 151928.821587897, 151868.019080701, 151867.116804054, 151387.471079619, 150919.683999878, 150615.277676005, 150436.845324765, 149803.555463179, 149798.793326595, -442434.69238201, -442402.356164851, -442299.77540572, -442256.739789359, -442015.759890588, 
-441930.626921977, -441906.665454707, -441935.661504276, -441931.448565067, -441952.68819665, -441989.401660291, -442024.548110137, -442030.358222506, -442028.135536165, -442019.676550032, -442247.275221548, -442461.51955113, -442469.715407659, -442474.57420875, -442477.819256177, -442474.341465423, -442448.478566987, -442434.69238201)))
"54","06037224310",8.10310332173783e-05,list(list(c(158416.895837335, 158673.136760867, 158807.751748443, 158715.061618198, 158628.884061628, 158434.207887418, 158422.727957494, 158416.895837335, -439488.517686273, -439553.883057755, -439623.778527112, -439803.417492652, -439980.829094715, -440312.310373632, -439877.056398334, -439488.517686273)))
"55","06037224320",0.000138460159676375,list(list(c(158434.207887418, 158628.884061628, 158715.061618198, 158807.751748443, 159091.811810845, 158887.42887533, 158829.244116965, 158710.371389813, 158647.250794644, 158448.457425488, 158434.207887418, -440312.310373632, -439980.829094715, -439803.417492652, -439623.778527112, -439771.281791251, -440116.264120805, -440228.043918791, -440456.417946038, -440576.384573956, -440625.029030155, -440312.310373632)))
"56","06037224700",0.00030245479465075,list(list(c(158463.232671033, 158519.447450508, 158696.767515105, 159205.624527152, 159347.919024088, 159316.768559718, 159036.272920132, 158851.046915151, 158512.454788107, 158487.97390534, 158472.738758469, 158471.08640666, 158465.605808798, 158463.232671033, -441216.762851352, -441245.478181398, -441336.235328191, -441596.479534926, -441670.220198608, -441765.422436704, -442387.368966368, -442294.987590348, -442129.495113143, -442073.246210045, -441690.877147436, -441584.289894495, -441373.373323727, 
-441216.762851352)))
"57","06037228210",0.000199150976486813,list(list(c(161035.035816656, 161437.152611089, 161760.890830946, 161586.619219869, 161449.42326544, 161452.704576897, 161454.499613325, 161051.319892055, 161047.255334773, 161040.772001752, 161036.993617544, 161035.035816656, -443177.471502207, -443160.636525213, -443296.890396037, -443670.656459299, -443650.776786919, -443838.763439771, -443941.12991304, -443947.334074646, -443756.477528747, -443449.175532227, -443268.852332699, -443177.471502207)))
"58","06037231710",0.00048173692308645,list(list(c(157814.385734692, 157805.547701886, 157948.19968693, 158203.374470494, 158213.234671723, 158215.814373903, 158227.352867219, 157819.641564266, 157814.385734692, -444035.557434564, -443540.030277874, -443530.136074654, -443509.775673752, -443958.356299745, -444024.430714827, -444325.538300131, -444337.444161861, -444035.557434564)))
"59","06037232120",0.000527272369292326,list(list(c(158227.352867219, 158635.892681622, 158794.823060919, 158861.667531834, 158654.573766202, 158244.05463164, 158239.493039372, 158235.026616589, 158227.352867219, -444325.538300131, -444313.48749229, -444308.942862036, -445197.585081819, -445201.893858319, -445214.091450374, -444874.697010559, -444673.531735429, -444325.538300131)))
"60","06037234902",0.000855736101610398,list(list(c(153513.399039848, 153583.788761098, 153955.159925837, 154027.11817893, 154226.276522801, 154233.678105759, 154237.4946647, 153837.295227925, 153832.846406943, 153831.110355452, 153519.694153324, 153513.399039848, -446445.946429583, -446444.157803186, -446436.085136572, -446434.154438401, -446428.985958169, -446959.580559883, -447234.082523546, -447244.558793174, -446970.178925737, -446839.747303932, -446847.31852532, -446445.946429583)))
"61","06037237201",0.000866323080183835,list(list(c(156856.24402442, 156852.19398243, 156848.333494357, 157049.550953024, 157452.068096989, 157456.316543064, 157459.197976642, 157460.657283127, 157463.7998433, 157261.46058209, 157057.27343539, 156859.085646507, 156856.24402442, -446520.402046621, -446237.470779752, -445970.288630315, -445967.126715393, -445960.232841145, -446227.408078651, -446413.400253608, -446510.001373291, -446710.521222676, -446713.934366958, -446717.375968938, -446720.37256457, -446520.402046621)))
"62","06037237900",0.00187265390315257,list(list(c(155463.653244663, 155456.815994373, 155629.334594174, 156064.377052308, 156669.409094391, 156675.820705243, 156679.110357329, 156682.373392939, 156077.840023305, 155470.362598831, 155463.653244663, -448012.92680877, -447606.798722842, -447604.179325739, -447597.771106178, -447586.860644418, -447991.887025411, -448196.505886821, -448394.46863764, -448405.370114523, -448417.05865879, -448012.92680877)))
"63","06037239501",0.000485201221437859,list(list(c(159909.936055209, 160314.600781005, 160718.710556832, 161124.852546386, 161132.245301529, 160727.101340751, 160525.962413271, 160322.515536877, 159917.92580048, 159909.936055209, -447512.332306239, -447502.606463925, -447492.872099857, -447483.081705832, -447879.992166082, -447889.764245122, -447894.672464727, -447879.538629253, -447889.263141235, -447512.332306239)))
"64","06037240600",0.00159560297011273,list(list(c(159762.759199883, 159757.543176907, 160362.959537467, 160367.839774096, 160370.903749542, 160388.508910823, 160180.504759026, 159979.065643538, 159779.105486954, 159772.020575559, 159766.649754572, 159762.759199883, -450344.776298804, -450043.461808141, -450023.861269483, -450330.950554472, -450528.69081203, -451142.056121183, -451144.751033358, -451147.432103088, -451150.081578291, -450847.694278275, -450563.246157291, -450344.776298804)))
"65","06037264102",0.00857145619881396,list(list(c(141070.453515836, 141219.986666315, 141326.84792701, 141422.498371917, 141646.376148285, 141204.232409712, 141093.550234257, 141079.244417486, 141175.398191013, 141070.453515836, -437958.057151499, -437807.534066091, -437718.939021629, -438267.789865118, -438569.376415341, -439034.053422883, -438903.926723961, -438343.003342021, -438242.601364988, -437958.057151499)))
"66","06037265201",0.00481888319095039,list(list(c(143934.871964249, 144035.162411738, 144099.884418766, 144239.307012918, 144226.051834697, 144424.004602891, 144587.95852674, 144606.689438354, 144714.191762159, 144655.700161161, 144582.674538884, 144399.439278623, 144199.311366295, 144093.942820521, 143898.452095702, 143934.871964249, -437762.522025787, -437590.459579755, -437176.009990979, -436948.048266541, -436883.141282063, -437226.471978628, -437366.218888594, -437689.648967383, -437842.862587835, -438035.210317727, -438147.140385259, 
-437751.761628227, -437814.861388229, -437936.417977125, -437883.27473292, -437762.522025787)))
"67","06037267403",0.00131236504644284,list(list(c(142246.726378288, 142448.002210053, 142695.210233979, 142899.571358883, 142671.476989982, 142497.663751723, 142274.19367573, 142092.273498469, 142246.726378288, -439377.737455999, -439648.826195325, -439519.322641669, -439780.36570965, -439949.724357617, -440078.808520332, -439778.017212431, -439533.015089679, -439377.737455999)))
"68","06037270300",0.00356114610212766,list(list(c(149841.551590278, 149833.780946147, 149908.24323724, 149903.140920648, 149865.336900306, 150173.30459649, 150572.657962557, 150969.318786251, 150978.925269371, 151116.428660303, 150904.114374625, 150643.389012131, 150555.105318374, 149960.124090094, 149814.046786704, 149841.551590278, -440642.574880004, -440539.308671122, -440163.377024709, -440108.103408485, -439944.331757985, -440008.504244726, -440091.618966065, -440071.694880025, -440120.011773, -440055.621072644, -440837.332585551, 
-440992.706121504, -440971.814458255, -440830.701040931, -440800.030335516, -440642.574880004)))
"69","06037271902",0.00558736473783209,list(list(c(144416.756661012, 144525.144117023, 144661.736436532, 144908.328600198, 144988.612882669, 145203.742050791, 145236.840310071, 145372.593512169, 145527.422654258, 145178.3847247, 145134.457328872, 144710.144994319, 144500.704317106, 144203.81355883, 144416.756661012, -443666.136679554, -443594.678717334, -443502.67342429, -443252.976293836, -443203.166676256, -443524.987004321, -443587.78435948, -443785.111036295, -444006.968594197, -444252.278615469, -444283.18200426, -444576.091643364, 
-444257.829557186, -443806.433654336, -443666.136679554)))
